Date_Time	Data_Type	Process	 Fat	 SNF	Density	  Water	LTC	GSS		 
110623155757	D	MS	 5.06	 8.12	26.79	  4	27108	4
110623160040	D	MS	 3.65	 8.33	28.81	  1	27260	4
110623160239	D	MS	 8.01	 8.76	26.87	  0	27149	4
110623160433	D	MS	 3.76	 8.74	30.36	  0	27235	4
110623160708	D	MS	 3.48	 8.85	31.04	  0	27196	4
110623160852	D	MS	 2.86	 9.09	32.52	  0	27217	4
110623160951	D	MS	 3.21	 8.81	31.10	  0	27233	4
110623161102	D	MS	 4.81	 8.35	27.92	  1	27283	4
110623161236	D	MS	 6.18	 8.88	28.89	  0	27276	4
110623161406	D	MS	 5.17	 8.68	28.94	  0	27335	4
110623161548	D	MS	 5.23	 8.76	29.21	  0	27264	4
110623161715	D	MS	 5.71	 9.28	30.88	  0	27302	4
110623161923	D	MS	 6.11	 8.96	29.27	  0	27201	4
110623162126	D	MS	 4.53	 8.63	29.27	  0	27275	4
110623162310	D	MS	 4.52	 8.48	28.68	  0	27275	4
110623162429	D	MS	 5.92	 8.29	26.75	  2	27266	4
110623162615	D	MS	 4.83	 8.50	28.50	  0	27284	4
110623162746	D	MS	 5.37	 8.45	27.85	  0	27234	4
110623162922	D	MS	 6.88	 8.51	26.82	  0	27306	4
110623163035	D	MS	 5.68	 9.06	30.03	  0	27328	4
110623163255	D	MS	 6.87	 8.51	26.83	  0	27249	4
110623163444	D	MS	 4.84	 8.55	28.69	  0	27306	4
110623163609	D	MS	 5.17	 8.62	28.70	  0	27308	4
110623163657	D	MS	 5.12	 8.73	29.18	  0	27325	4
110623163807	D	MS	 4.73	 7.65	25.19	  9	27290	4
110623163854	D	MS	 5.85	 8.45	27.45	  1	27395	4
110623164016	D	MS	 4.48	 8.67	29.48	  0	27304	4
110623164207	D	MS	 5.36	 8.61	28.50	  0	27273	4
110623164339	D	MS	 4.24	 8.59	29.36	  0	27268	4
110623164534	D	MS	 5.49	 8.94	29.71	  0	27211	4
110623164819	D	MS	 4.20	 8.57	29.31	  0	27275	4
110623164940	D	MS	 5.08	 8.75	29.29	  0	27325	4
110623165033	D	MS	 5.09	 8.61	28.72	  0	27342	4
110623165136	D	MS	 4.74	 8.21	27.42	  3	27326	4
110623165246	D	MS	 5.82	 8.63	28.19	  0	27295	4
110623165338	D	MS	 5.95	 8.61	28.00	  0	27199	4
110623165441	D	MS	 3.48	 8.03	27.76	  4	27329	4
110623165553	D	MS	 4.41	 8.12	27.34	  4	27348	4
110623165701	D	MS	 4.81	 8.60	28.92	  0	27365	4
110623165755	D	MS	 4.50	 8.35	28.18	  1	27352	4
110623170300	D	MS	 4.84	 8.57	28.77	  0	27260	4
110623170403	D	MS	 6.80	 9.04	29.01	  0	27308	4
110623170510	D	MS	 6.21	 8.33	26.66	  2	27364	4
110623170622	D	MS	 5.13	 9.12	30.73	  0	27368	4
110623170718	D	MS	 5.27	 8.75	29.13	  0	27354	4
110623170813	D	MS	 4.10	 8.43	28.84	  0	27379	4
110623170918	D	MS	 4.84	 9.08	30.81	  0	27381	4
110623171024	D	MS	 4.94	 8.65	29.01	  0	27394	4
110623171204	D	MS	 4.99	 8.72	29.25	  0	27415	4
110623171354	D	MS	 5.01	 8.07	26.63	  4	27276	4
110623171452	D	MS	 5.41	 7.77	25.10	  8	27289	4
110623171550	D	MS	 5.37	 8.55	28.25	  0	27346	4
110623171655	D	MS	 7.05	 8.61	27.08	  0	27224	4
110623171829	D	MS	 6.69	 8.62	27.42	  0	27185	4
110623171936	D	MS	 4.72	 8.36	28.04	  1	27323	4
110623172125	D	MS	 4.85	 7.70	25.29	  8	27243	4
110623172254	D	MS	 5.99	 8.34	26.89	  2	27288	4
110623172443	D	MS	 4.72	 8.24	27.56	  2	27297	4
110623172634	D	MS	 4.71	 8.52	28.68	  0	27283	4
110623172744	D	MS	 5.43	 8.77	29.08	  0	27346	4
110623172849	D	MS	 5.55	 8.87	29.38	  0	27358	4
110623172951	D	MS	 5.41	 8.36	27.46	  1	27405	4
110623173038	D	MS	 3.58	 8.28	28.67	  2	27443	4
110623173313	D	MS	 5.17	 9.04	30.38	  0	27264	4
110623173405	D	MS	 5.10	 8.97	30.16	  0	27431	4
110623173802	D	MS	 4.47	 8.23	27.73	  3	27318	4
110623173936	D	MS	 5.05	 8.24	27.28	  3	27306	4
110623174110	D	MS	 5.67	 8.22	26.68	  3	27220	4
110623174228	D	MS	 4.48	 8.45	28.60	  0	27336	4
110623174410	D	MS	 4.55	 8.50	28.74	  0	27390	4
110623174543	D	MS	 6.92	 8.71	27.59	  0	27189	4
110623174641	D	MS	 4.25	 8.26	28.03	  2	27276	4
110623174725	D	MS	 6.83	 8.65	27.42	  0	27354	4
110623180306	D	CLN	 0.49	 1.91	 5.79	 72	26927	3
110623180812	C	25
110623182814	D	CLN	 0.00	 6.20	23.36	 23	26923	3
110623183320	C	25
110623183836	D	CLN	 0.21	 1.82	 5.66	 73	26962	3
110623184342	C	25
120623063703	D	MS	 2.93	 8.10	28.50	  3	27222	4
120623063812	D	MS	 2.90	 8.12	28.60	  3	27300	4
120623065347	D	MS	 4.16	 8.09	27.43	  4	27124	4
120623065500	D	MS	 3.72	 7.23	24.36	 13	27214	4
120623065551	D	MS	 3.08	 6.24	20.93	 23	27297	4
120623065654	D	MS	 5.15	 7.93	25.95	  6	27169	4
120623065817	D	MS	 2.88	 8.65	30.74	  0	27122	4
120623065911	D	MS	 3.11	 6.30	21.15	 23	27237	4
120623070955	D	MS	 3.98	 8.67	29.90	  0	27204	4
120623071500	D	MS	 4.63	 8.53	28.79	  0	27120	4
120623071939	D	MS	 4.94	 8.85	29.81	  0	27219	4
120623072300	D	MS	 3.93	 8.39	28.82	  1	27124	4
120623072445	D	MS	 3.45	 8.60	30.06	  0	27140	4
120623072539	D	MS	 3.58	 8.51	29.59	  0	27243	4
120623072705	D	MS	 3.80	 8.27	28.45	  2	27136	4
120623072822	D	MS	 4.22	 8.67	29.70	  0	27171	4
120623073004	D	MS	 4.48	 8.86	30.24	  0	27171	4
120623073132	D	MS	 4.62	 8.71	29.52	  0	27174	4
120623073312	D	MS	 3.49	 8.49	29.59	  0	27166	4
120623073403	D	MS	 3.48	 8.45	29.44	  0	27309	4
120623073546	D	MS	 4.16	 8.60	29.47	  0	27150	4
120623073833	D	MS	 3.66	 8.42	29.17	  0	27099	4
120623074157	D	MS	 4.59	 8.63	29.22	  0	27199	4
120623074540	D	MS	 3.42	 8.30	28.89	  1	27127	4
120623074802	D	MS	 3.29	 8.38	29.32	  1	27142	4
120623074854	D	MS	 4.39	 8.94	30.63	  0	27160	4
120623075041	D	MS	 3.17	 8.51	29.94	  0	27181	4
120623075223	D	MS	 3.60	 8.37	29.02	  1	27220	4
120623075330	D	MS	 3.13	 8.30	29.13	  1	27255	4
120623075417	D	MS	 5.00	 8.59	28.72	  0	27317	4
120623075513	D	MS	 5.83	 8.91	29.30	  0	27302	4
120623075717	D	MS	 3.76	 8.57	29.68	  0	27124	4
120623075827	D	MS	 4.82	 8.71	29.35	  0	27203	4
120623075931	D	MS	 4.44	 8.56	29.07	  0	27178	4
120623080028	D	MS	 3.88	 8.16	27.94	  3	27280	4
120623080208	D	MS	 5.05	 8.28	27.44	  2	27135	4
120623080301	D	MS	 4.72	 8.63	29.12	  0	27259	4
120623080401	D	MS	 3.72	 8.38	28.96	  1	27282	4
120623080537	D	MS	 3.03	 8.24	28.97	  2	27158	4
120623080708	D	MS	 4.16	 9.12	31.55	  0	27232	4
120623081122	D	MS	 3.86	 9.01	31.36	  0	27213	4
120623081238	D	MS	 3.47	 8.66	30.29	  0	27215	4
120623081414	D	MS	 6.46	 8.59	27.49	  0	27164	4
120623081514	D	MS	 3.56	 8.40	29.17	  0	27170	4
120623081706	D	MS	 3.66	 8.47	29.37	  0	27149	4
120623081752	D	MS	 5.08	 8.31	27.53	  2	27283	4
120623081940	D	MS	 2.67	 8.26	29.36	  2	27137	4
120623082034	D	MS	 3.19	 8.21	28.72	  2	27012	4
120623082127	D	MS	 3.44	 8.11	28.11	  3	27200	4
120623082217	D	MS	 3.45	 8.12	28.14	  3	27293	4
120623082417	D	MS	 9.10	 8.29	24.08	  3	27078	4
120623082543	E	MS	TOO_HIGH_FAT/SNF
120623082641	D	MS	 5.36	 8.17	26.74	  3	27168	4
120623083132	D	MS	 4.27	 8.47	28.85	  0	27090	4
120623083434	D	MS	 2.23	 8.38	30.21	  0	27222	4
120623083525	D	MS	 3.13	 8.21	28.77	  2	26973	4
120623083702	D	MS	 4.21	 8.38	28.54	  1	27200	4
120623083833	D	MS	 4.23	 8.70	29.81	  0	27179	4
120623083955	D	MS	 4.22	 8.71	29.86	  0	27213	4
120623084204	D	MS	 2.58	 8.58	30.71	  0	27101	4
120623084336	D	MS	 3.60	 8.37	29.02	  1	26983	4
120623084606	D	MS	 3.00	 8.74	31.00	  0	27198	4
120623084913	D	MS	 4.08	 8.48	29.05	  0	26980	4
120623085204	D	MS	 3.37	 8.07	28.01	  4	27074	4
120623085443	D	MS	 2.63	 8.70	31.15	  0	27188	4
120623085558	D	MS	 3.97	 8.43	28.95	  0	27024	4
120623085819	D	MS	 3.97	 8.48	29.15	  0	27056	4
120623090206	D	MS	 4.40	 8.22	27.74	  3	27099	4
120623090353	D	MS	 4.81	 8.44	28.28	  0	27122	4
120623090522	E	MS	CHECK_SAMPLE
120623090657	E	MS	CHECK_SAMPLE-4
120623091659	D	MS	 0.00	 0.00	 0.00	100	26884	3
120623092535	D	CLN	 0.32	 1.88	 5.81	 73	26820	3
120623093041	C	25
120623153522	D	MS	 7.78	 8.74	26.98	  0	27176	4
120623153746	D	MS	 5.11	 8.39	27.83	  1	27249	4
120623154015	D	MS	 3.31	 9.06	32.02	  0	27138	4
120623154134	D	MS	 5.11	 8.47	28.15	  0	27279	4
120623154835	D	MS	 3.99	 8.60	29.61	  0	26957	4
120623154912	E	MS	CHECK_SAMPLE
120623155441	D	MS	 4.01	 8.91	30.83	  0	27258	4
120623155556	D	MS	 3.76	 8.85	30.80	  0	27331	4
120623155936	D	MS	 5.20	 9.05	30.39	  0	27311	4
120623160210	D	MS	 4.50	 8.41	28.42	  1	27341	4
120623160319	D	MS	 4.91	 8.74	29.40	  0	27432	4
120623160712	D	MS	 4.54	 8.43	28.47	  0	27263	4
120623160857	D	MS	 4.38	 8.49	28.84	  0	27309	4
120623161001	D	MS	 4.48	 9.23	31.72	  0	27376	4
120623161231	D	MS	 2.80	 8.53	30.33	  0	27203	4
120623161338	D	MS	 3.29	 7.14	24.36	 14	27355	4
120623161503	D	MS	 6.06	 9.00	29.47	  0	27301	4
120623161608	D	MS	 4.60	 9.43	32.42	  0	27326	4
120623161824	D	MS	 5.71	 8.79	28.92	  0	27276	4
120623162005	D	MS	 4.83	 8.24	27.46	  3	27205	4
120623162135	D	MS	 3.94	 8.23	28.17	  2	27212	4
120623162243	D	MS	 4.87	 8.61	28.91	  0	27313	4
120623162455	D	MS	 6.55	 8.96	28.90	  0	27284	4
120623162635	D	MS	 4.88	 8.41	28.10	  1	27271	4
120623162757	D	MS	 3.56	 8.82	30.85	  0	27332	4
120623163011	D	MS	 4.84	 8.85	29.89	  0	27289	4
120623163109	D	MS	 4.26	 8.46	28.82	  0	27403	4
120623163213	D	MS	 4.66	 8.42	28.33	  1	27376	4
120623163325	D	MS	 5.51	 8.75	28.93	  0	27312	4
120623163448	D	MS	 4.97	 8.91	30.03	  0	27275	4
120623163602	D	MS	 5.50	 8.62	28.42	  0	27348	4
120623163819	D	MS	 3.49	 8.21	28.47	  2	27255	4
120623163932	D	MS	 4.93	 8.66	29.06	  0	27409	4
120623164119	D	MS	 5.12	 8.81	29.50	  0	27189	4
120623164240	D	MS	 4.54	 7.72	25.63	  8	27253	4
120623164404	D	MS	 4.27	 8.59	29.33	  0	27338	4
120623164516	D	MS	 4.20	 8.49	28.99	  0	27417	4
120623164604	D	MS	 4.86	 8.55	28.68	  0	27481	4
120623164743	D	MS	 4.25	 8.49	28.95	  0	27346	4
120623164901	D	MS	 4.74	 8.80	29.78	  0	27353	4
120623165037	D	MS	 5.20	 8.72	29.07	  0	27359	4
120623165204	D	MS	 5.12	 8.46	28.10	  0	27312	4
120623165334	D	MS	 5.25	 8.66	28.79	  0	27306	4
120623165444	D	MS	 4.23	 8.27	28.09	  2	27395	4
120623165558	D	MS	 4.66	 8.61	29.09	  0	27429	4
120623165648	E	MS	CHECK_SAMPLE
120623165743	D	MS	 4.85	 9.21	31.33	  0	27553	4
120623165838	D	MS	 5.61	 8.59	28.21	  0	27500	4
120623165943	D	MS	 5.59	 8.85	29.26	  0	27416	4
120623170058	D	MS	 5.18	 8.57	28.49	  0	27432	4
120623170150	D	MS	 3.69	 8.41	29.10	  0	27448	4
120623170258	D	MS	 4.01	 8.51	29.23	  0	27377	4
120623170412	D	MS	 5.68	 8.48	27.71	  0	27341	4
120623170534	D	MS	 5.37	 8.39	27.61	  1	27368	4
120623170708	D	MS	 6.16	 8.36	26.83	  2	27333	4
120623170912	D	MS	 4.93	 8.58	28.74	  0	27345	4
120623171103	D	MS	 5.68	 8.58	28.11	  0	27349	4
120623171240	D	MS	 6.83	 9.06	29.06	  0	27298	4
120623171354	D	MS	 5.34	 8.70	28.87	  0	27384	4
120623171509	D	MS	 7.17	 8.65	27.14	  0	27321	4
120623171627	D	MS	 4.15	 8.82	30.35	  0	27279	4
120623171802	D	MS	 4.32	 8.43	28.65	  0	27318	4
120623172001	D	MS	 4.35	 8.09	27.27	  4	27255	4
120623172104	E	MS	TOO_HIGH_FAT/SNF
120623172215	D	MS	 5.11	 9.02	30.35	  0	27448	4
120623172345	D	MS	 4.03	 8.68	29.89	  0	27407	4
120623172454	D	MS	 3.80	 8.01	27.41	  5	27346	4
120623172645	D	MS	 3.42	 8.55	29.89	  0	27280	4
120623172758	D	MS	 4.12	 8.26	28.14	  2	27354	4
120623172937	D	MS	 5.21	 8.64	28.74	  0	27316	4
120623173138	D	MS	 4.93	 8.60	28.82	  0	27266	4
120623173322	D	MS	 5.45	 9.07	30.26	  0	27246	4
120623173612	D	MS	 5.30	 8.96	29.95	  0	27232	4
120623173804	D	MS	 5.30	 8.95	29.91	  0	27313	4
120623174002	D	MS	 5.31	 8.98	30.02	  0	27353	4
120623174130	D	MS	 4.80	 8.59	28.89	  0	27207	4
120623174239	D	MS	 4.81	 8.60	28.92	  0	27282	4
120623174347	D	MS	 4.83	 8.63	29.02	  0	27338	4
120623174503	D	MS	 7.11	 8.59	26.95	  0	27220	4
120623180407	D	CLN	 0.54	 2.01	 6.15	 71	26941	3
120623180912	C	25
120623181046	D	CLN	 0.00	 5.28	19.68	 33	27018	3
120623181551	C	25
120623182841	D	CLN	 0.00	 5.20	19.36	 34	27268	3
120623183347	C	25
130623065042	D	MS	 3.51	 8.12	28.09	  3	27170	4
130623071038	D	MS	 3.85	 8.58	29.65	  0	27082	4
130623071321	D	MS	 7.72	 8.61	26.52	  0	27117	4
130623071629	D	MS	 4.36	 8.53	29.02	  0	27174	4
130623071748	D	MS	 4.98	 8.38	27.90	  1	27179	4
130623071849	D	MS	 5.33	 8.77	29.16	  0	27321	4
130623072012	D	MS	 3.96	 8.58	29.55	  0	27158	4
130623072123	D	MS	 4.46	 8.45	28.61	  0	27186	4
130623072329	D	MS	 4.27	 8.29	28.13	  2	27191	4
130623072720	D	MS	 4.30	 8.31	28.19	  2	27206	4
130623073101	D	MS	 3.60	 8.26	28.58	  2	27169	4
130623073138	E	MS	CHECK_SAMPLE
130623073249	D	MS	 4.06	 8.92	30.83	  0	27160	4
130623073424	D	MS	 3.76	 8.32	28.68	  1	27207	4
130623073547	E	MS	CHECK_SAMPLE
130623073657	D	MS	 5.29	 8.82	29.40	  0	27201	4
130623073801	D	MS	 3.50	 8.56	29.86	  0	27256	4
130623073914	D	MS	 3.40	 8.38	29.22	  1	27262	4
130623074000	D	MS	 3.64	 8.43	29.22	  0	27364	4
130623074114	D	MS	 3.44	 8.26	28.71	  2	27295	4
130623074242	D	MS	 2.97	 8.30	29.27	  1	27274	4
130623074343	D	MS	 3.34	 8.21	28.59	  2	27312	4
130623074529	D	MS	 3.72	 8.13	27.96	  3	27204	4
130623074732	D	MS	 4.41	 8.35	28.26	  1	27206	4
130623074819	D	MS	 3.41	 8.18	28.42	  3	27394	4
130623074945	D	MS	 4.93	 8.20	27.22	  3	27198	4
130623075124	D	MS	 5.60	 8.97	29.74	  0	27267	4
130623075805	D	MS	 4.43	 8.67	29.52	  0	27147	4
130623080019	D	MS	 3.47	 8.22	28.53	  2	27037	4
130623080221	D	MS	 3.98	 8.52	29.30	  0	27193	4
130623080334	D	MS	 5.09	 8.41	27.92	  1	27244	4
130623080548	D	MS	 4.64	 8.61	29.10	  0	27187	4
130623080837	D	MS	 4.42	 8.48	28.77	  0	27121	4
130623080929	D	MS	 4.45	 8.59	29.18	  0	27187	4
130623081027	D	MS	 4.54	 8.45	28.55	  0	27254	4
130623081159	D	MS	 4.45	 8.70	29.62	  0	27218	4
130623081337	D	MS	 4.88	 8.59	28.82	  0	27207	4
130623081439	D	MS	 3.14	 8.42	29.60	  0	27279	4
130623081637	D	MS	 4.27	 8.28	28.09	  2	27315	4
130623081834	D	MS	 5.11	 8.67	28.95	  0	27227	4
130623082226	D	MS	 3.96	 8.58	29.55	  0	27213	4
130623082408	D	MS	 3.54	 8.34	28.95	  1	27216	4
130623082515	D	MS	 4.87	 7.99	26.43	  5	27158	4
130623082631	D	MS	 3.33	 8.41	29.40	  0	27228	4
130623082747	D	MS	 2.52	 7.73	27.36	  7	27280	4
130623082858	D	MS	 3.16	 8.33	29.23	  1	27084	4
130623082951	D	MS	 3.73	 8.37	28.91	  1	27233	4
130623083053	D	MS	 3.47	 8.82	30.93	  0	27323	4
130623083148	D	MS	 2.91	 8.70	30.92	  0	27292	4
130623083249	D	MS	 3.16	 8.32	29.19	  1	27146	4
130623083344	D	MS	 4.34	 9.19	31.67	  0	27295	4
130623083741	D	MS	 4.83	 8.48	28.42	  0	27321	4
130623083920	D	MS	 4.83	 8.48	28.42	  0	27398	4
130623084055	D	MS	 4.38	 8.91	30.52	  0	27117	4
130623084243	D	MS	 3.58	 8.40	29.15	  0	27281	4
130623084334	D	MS	 3.87	 8.38	28.83	  1	27275	4
130623084507	D	MS	 3.94	 8.46	29.09	  0	27275	4
130623084701	D	MS	 4.05	 8.40	28.76	  1	27191	4
130623084829	D	MS	 4.05	 8.41	28.80	  0	27281	4
130623084925	D	MS	 2.23	 8.14	29.25	  3	27373	4
130623085015	D	MS	 3.08	 8.30	29.17	  1	27132	4
130623085146	D	MS	 3.85	 8.49	29.29	  0	27256	4
130623085254	D	MS	 3.43	 7.98	27.60	  5	27185	4
130623085539	D	MS	 3.49	 8.02	27.71	  4	27114	4
130623085716	D	MS	 3.50	 8.03	27.74	  4	27213	4
130623085833	D	MS	 3.21	 8.71	30.70	  0	27148	4
130623090019	D	MS	 3.48	 8.02	27.72	  4	27249	4
130623094224	D	CLN	 0.40	 1.98	 6.14	 71	26721	4
130623094730	C	25
130623100106	D	CLN	 0.06	 2.81	 9.75	 61	26878	3
130623100611	C	25
130623154527	D	MS	 4.23	 8.63	29.53	  0	27225	4
130623154713	D	MS	 2.81	 9.10	32.60	  0	27205	4
130623154805	D	MS	 5.79	 9.19	30.46	  0	27334	4
130623155116	D	MS	 7.28	 8.94	28.20	  0	27196	4
130623155250	D	MS	 6.48	 8.75	28.12	  0	27206	4
130623155518	D	MS	 4.64	 8.22	27.54	  3	27237	4
130623155651	D	MS	 7.05	 8.86	28.08	  0	27282	4
130623155805	D	MS	 4.63	 8.67	29.35	  0	27341	4
130623155927	D	MS	 5.23	 9.01	30.21	  0	27404	4
130623160136	D	MS	 5.23	 9.01	30.21	  0	27412	4
130623160228	D	MS	 6.41	 8.35	26.58	  2	27391	4
130623160404	D	MS	 5.40	 8.54	28.18	  0	27302	4
130623160628	D	MS	 3.72	 8.78	30.56	  0	27284	4
130623160809	D	MS	 3.45	 8.90	31.26	  0	27312	4
130623160909	D	MS	 4.93	 8.62	28.90	  0	27401	4
130623161017	D	MS	 4.35	 8.56	29.15	  0	27436	4
130623161121	D	MS	 4.82	 8.39	28.07	  1	27400	4
130623161250	D	MS	 5.34	 8.98	29.99	  0	27290	4
130623161413	D	MS	 6.23	 9.03	29.45	  0	27338	4
130623161542	D	MS	 2.72	 9.16	32.92	  0	27295	4
130623161650	D	MS	 4.58	 8.51	28.75	  0	27408	4
130623161802	D	MS	 5.14	 8.40	27.84	  1	27403	4
130623161955	D	MS	 4.43	 8.68	29.56	  0	27351	4
130623162057	D	MS	 5.32	 8.79	29.25	  0	27377	4
130623162153	D	MS	 4.86	 9.05	30.68	  0	27413	4
130623162302	D	MS	 5.40	 8.85	29.42	  0	27377	4
130623162433	D	MS	 5.45	 8.70	28.78	  0	27360	4
130623162550	D	MS	 4.65	 8.61	29.09	  0	27420	4
130623162839	D	MS	 5.02	 8.71	29.18	  0	27266	4
130623163116	D	MS	 3.91	 8.35	28.68	  1	27229	4
130623163233	D	MS	 4.18	 8.97	30.93	  0	27292	4
130623163341	D	MS	 4.81	 8.97	30.40	  0	27373	4
130623163437	D	MS	 5.22	 8.61	28.62	  0	27387	4
130623163611	D	MS	 4.64	 8.61	29.10	  0	27386	4
130623163837	D	MS	 4.31	 8.27	28.02	  2	27335	4
130623164035	D	MS	 3.97	 8.32	28.51	  1	27299	4
130623164241	D	MS	 3.43	 8.22	28.56	  2	27224	4
130623164358	D	MS	 4.86	 8.69	29.24	  0	27310	4
130623164558	D	MS	 5.42	 8.56	28.25	  0	27242	4
130623164729	D	MS	 5.53	 8.49	27.87	  0	27214	4
130623164851	D	MS	 5.04	 8.84	29.69	  0	27345	4
130623165045	D	MS	 4.81	 8.14	27.08	  4	27237	4
130623165222	D	MS	 4.29	 8.29	28.12	  2	27269	4
130623165415	D	MS	 4.31	 8.29	28.10	  2	27329	4
130623165603	D	MS	 4.38	 8.36	28.32	  1	27237	4
130623165810	D	MS	 4.59	 8.58	29.02	  0	27259	4
130623165907	D	MS	 5.38	 8.52	28.12	  0	27256	4
130623170044	D	MS	 4.98	 8.29	27.54	  2	27304	4
130623170225	D	MS	 6.56	 9.05	29.25	  0	27235	4
130623170401	E	MS	TOO_HIGH_FAT/SNF
130623170456	D	MS	 6.18	 8.56	27.61	  0	27430	4
130623170703	D	MS	 4.88	 9.09	30.82	  0	27253	4
130623170850	D	MS	 3.80	 8.50	29.37	  0	27293	4
130623171058	D	MS	 4.64	 9.11	31.10	  0	27202	4
130623171320	D	MS	 4.64	 8.84	30.02	  0	27253	4
130623171453	D	MS	 5.02	 8.85	29.74	  0	27320	4
130623171833	D	MS	 5.73	 8.39	27.31	  1	27259	4
130623171937	D	MS	 4.49	 8.43	28.51	  0	27336	4
130623172027	D	MS	 4.47	 8.67	29.49	  0	27343	4
130623172207	D	MS	 5.32	 8.66	28.73	  0	27366	4
130623172328	D	MS	 5.23	 8.43	27.89	  1	27315	4
130623172532	D	MS	 5.76	 8.20	26.52	  3	27272	4
130623172726	D	MS	 4.49	 8.18	27.51	  3	27191	4
130623172842	D	MS	 4.85	 9.15	31.09	  0	27255	4
130623173010	D	MS	 5.72	 8.64	28.32	  0	27297	4
130623173225	D	MS	 4.43	 8.82	30.12	  0	27082	4
130623173341	D	MS	 4.42	 8.75	29.85	  0	27204	4
130623173611	D	MS	 4.84	 8.80	29.69	  0	27198	4
130623173735	D	MS	 3.82	 7.56	25.59	  9	27185	4
130623173920	D	MS	 5.77	 8.22	26.59	  3	27196	4
130623174113	D	MS	 3.80	 8.37	28.85	  1	27253	4
130623174300	D	MS	 5.24	 8.25	27.16	  3	27245	4
130623174431	D	MS	 5.29	 8.21	26.96	  3	27263	4
130623174530	D	MS	 5.29	 8.22	27.00	  3	27391	4
130623174641	D	MS	 4.76	 8.59	28.92	  0	27185	4
130623174724	D	MS	 4.73	 8.53	28.71	  0	27349	4
130623174832	D	MS	 6.96	 8.69	27.47	  0	27159	4
130623181044	D	MS	 0.00	 0.00	 0.00	100	26925	3
130623181242	D	CLN	 0.34	 1.91	 5.91	 72	27101	3
130623181747	C	25
130623192714	D	CLN	 0.12	 2.55	 8.66	 65	26926	3
130623193220	C	25
130623194207	E	MS	CHECK_SAMPLE
130623194320	E	MS	CHECK_SAMPLE
130623195249	E	MS	CHECK_SAMPLE
140623064414	D	MS	 3.89	 8.45	29.09	  0	27090	4
140623064742	D	MS	 6.26	 8.33	26.62	  2	27000	4
140623064925	D	MS	 6.20	 8.30	26.55	  2	27048	4
140623065232	D	MS	 3.10	 8.00	27.96	  4	27186	4
140623065349	D	MS	 3.34	 8.04	27.91	  4	27112	4
140623065634	D	MS	 3.34	 8.05	27.95	  4	27109	4
140623065801	D	MS	 3.52	 8.17	28.28	  3	27062	4
140623070957	D	MS	 3.53	 8.21	28.43	  2	26954	4
140623071719	D	MS	 3.82	 8.20	28.15	  3	27095	4
140623072224	D	MS	 4.56	 8.08	27.05	  4	27044	4
140623072333	D	MS	 3.72	 8.60	29.84	  0	27221	4
140623072600	D	MS	 4.68	 8.36	28.07	  1	27089	4
140623072919	D	MS	 3.81	 8.24	28.32	  2	27077	4
140623073239	D	MS	 4.20	 8.59	29.39	  0	27135	4
140623073423	D	MS	 4.01	 8.44	28.95	  0	27137	4
140623073513	D	MS	 3.55	 8.07	27.86	  4	27207	4
140623073742	D	MS	 3.83	 8.36	28.78	  1	27099	4
140623074914	D	MS	 4.88	 8.22	27.34	  3	27066	4
140623075557	D	MS	 4.00	 9.08	31.52	  0	27086	4
140623075656	D	MS	 3.36	 8.23	28.66	  2	27191	4
140623080024	D	MS	 5.94	 9.02	29.65	  0	27203	4
140623080159	D	MS	 5.01	 8.83	29.67	  0	27263	4
140623080334	D	MS	 3.76	 8.52	29.48	  0	27182	4
140623080519	D	MS	 3.61	 8.19	28.29	  3	27154	4
140623080629	D	MS	 4.54	 9.06	30.99	  0	27255	4
140623080734	D	MS	 4.68	 8.59	28.99	  0	27235	4
140623080904	D	MS	 3.57	 8.28	28.68	  2	27268	4
140623081044	D	MS	 3.90	 8.42	28.96	  0	27132	4
140623081256	D	MS	 4.30	 8.77	30.03	  0	27101	4
140623081439	D	MS	 4.31	 8.78	30.06	  0	27185	4
140623081538	D	MS	 3.59	 8.60	29.94	  0	27234	4
140623081720	D	MS	 5.29	 8.90	29.72	  0	27169	4
140623081831	D	MS	 3.26	 8.24	28.78	  2	27201	4
140623082101	D	MS	 4.08	 8.55	29.33	  0	27151	4
140623082150	D	MS	 2.63	 8.12	28.83	  3	27215	4
140623082300	D	MS	 3.33	 8.24	28.72	  2	27152	4
140623082358	D	MS	 2.43	 8.26	29.56	  2	27207	4
140623082508	D	MS	 3.33	 8.26	28.80	  2	27166	4
140623082607	D	MS	 3.68	 8.73	30.39	  0	27294	4
140623082655	D	MS	 4.24	 8.12	27.48	  4	27206	4
140623082809	D	MS	 3.06	 8.33	29.31	  1	27140	4
140623082936	D	MS	 2.51	 7.83	27.77	  6	27190	4
140623083040	D	MS	 3.18	 8.24	28.85	  2	27185	4
140623083126	D	MS	 4.75	 8.44	28.33	  0	27267	4
140623083215	D	MS	 3.17	 8.22	28.78	  2	27277	4
140623083335	D	MS	 3.22	 8.33	29.18	  1	27200	4
140623083503	D	MS	 3.48	 8.29	28.80	  2	27178	4
140623083551	D	MS	 4.69	 8.37	28.10	  1	27250	4
140623083641	D	MS	 3.41	 8.39	29.26	  0	27241	4
140623083758	D	MS	 5.70	 8.45	27.57	  1	27193	4
140623083844	D	MS	 4.12	 8.24	28.06	  2	27423	4
140623083931	D	MS	 4.31	 8.55	29.14	  0	27337	4
